id,commentaire,humeur
989,"Ma journée a été une grande réussite. Je vais prendre un peu de temps pour réfléchir à ce que je vais faire. Tu vas prendre des congés? J'ai été en prison pendant 2 ans. Joue pas à ça, d'accord?",Heureux
990,"Ma journée a été une grande joie. Je n'ai pas eu l'occasion de la remercier. Elle était tellement... belle. C'est le plus beau jour de ma vie. Et je suis contente de l'""avoir fait"". Je sais",Content
991,"Ma journée a été longue, et je n'ai pas pu m'empêcher de me demander ce que c'était que d'être ici. J'avais oublié mon parapluie, mais j'y suis allé et jai trouvé le mien.",Motivé
992,"Ma journée a été une longue attente, et je n'ai pas pu m'empêcher de remarquer, à mon grand regret, que, dans le cours de la soirée, j'avais trouvé dans mon appartement une foule de jeunes gens et de femmes",Content
993,"Ma journée a été pénible, mais je vais bien. Il faut que je vous dise, je suis un peu... un type très gentil. J'ai beaucoup pensé à vous, et je sais que vous m'avez beaucoup aidé. Mais je pense",Content
994,"Ma journée a été si belle. J'ai eu le plaisir de te voir. Je suis désolé pour ton père. Tu es un homme merveilleux, et je ne suis pas un idiot. Mais je suis un peu inquiet pour toi. Il y a",Paisible
995,"Ma journée a été longue et je ne peux pas m'arrêter de penser à toi. Je me suis dit que je te verrais à l'aéroport. Tu as listé tous les endroits où je suis allé. Et tu sais quoi, je",Heureux
996,"Ma journée a été pénible, et je suis venu pour vous parler de ce que je vous ai dit hier. Je vous assure, mon cher, que vous êtes un homme très-malheureux. J'ai été très malheureux, en effet, dans",Frustré
997,"Ma journée a été bonne, je suis content. Je suis un homme de parole, et je vous assure que je ne suis pas un imbécile. Si je n'avais pas été là, vous auriez été mon ami. Et si vous m'aviez",Motivé
998,"Ma journée a été longue. Je suis allé à la banque. Il n'y avait pas de banque, mais des gens qui travaillaient. Et puis j'ai entendu dire que vous étiez allé en ville. Vous avez fait une course rapide, et",Fatigué
999,"Ma journée a été dure, mais je ne m'attendais pas à ce que tu te fasses tirer dessus. Je suis désolée, je n'ai pas pu masser ton visage. J'avais peur que ça fasse mal. Il n y a",Frustré
1000,"Ma journée a été dure, je ne pouvais pas dormir. Tu es un vrai salaud, tu sais? J'ai été très dure. Je n'arrive pas à croire que tu aies fait ça. On était à la maison, on était dans",Content
1001,"Aujourd'hui, j'ai l'impression d'être une vieille fille. Et je ne suis pas une bonne fille, mais... je sais que je suis une fille bien. J'aime bien ce que tu as fait. Je me suis",Paisible
1002,"Aujourd'hui, j'ai le sentiment qu'il est temps de mettre fin à cette série. Je vous promets de ne pas vous en vouloir. Si vous voulez continuer, il faut que vous le sachiez. Vous avez fait votre temps,",Heureux
1003,"Aujourd'hui, j'ai le sentiment que le seul moyen de nous débarrasser de ce fardeau est de ne plus nous en mêler. Mais si tu ne veux pas que je t'aide, alors je le ferai. Je n'aime pas être",Stressé
1004,"Aujourd'hui, j'ai une autre mission. J'aimerais vous aider à trouver l'arme du crime. Vous voulez que je vous aide à la trouver? Je vais chercher la voiture de votre père. Je vous ai dit de la ramener",Heureux
1005,"Aujourd'hui, j'ai des problèmes de couple, mais je suis heureux. Et je ne veux pas être un fardeau pour vous. Je suis désolé de vous avoir fait perdre votre temps. Vous n'avez pas besoin de votre père. Ce",Frustré
1006,"Aujourd'hui, j'ai un nouveau patron qui me fait confiance, et je vais lui faire confiance. Et je lui fais confiance pour faire de mon mieux. Je vais l'appeler, je le verrai demain, mais ne le fais pas.",Frustré
1007,"Aujourd'hui, j'ai des choses à faire, mais je dois rentrer. Je ne veux pas que tu t'inquiètes pour moi. Tu sais, je ne pense pas pouvoir t 'aider. J'espère que je peux te faire",Neutre
1008,"Aujourd'hui, j'ai une relation avec le directeur de l'école de cinéma. J'aimerais que tu m'aides à trouver des idées. Je sais que je suis un peu occupée, mais je voulais te demander si tu voudrais venir",Relaxé
1009,"Aujourd'hui, j'ai toujours su que jétais une fille, et je ne me suis jamais demandé pourquoi. Je me sens comme si j étais une femme. J'aimerais beaucoup que vous vous souveniez de moi comme de mon père",Frustré
1010,"Aujourd'hui, j'ai une autre idée. Tu as fait des progrès. C'est une chose que je n'avais jamais faite avant. Je n'suis pas sûr de ce que c'était. Et je pense que ça l",Heureux
1011,"Aujourd'hui, j'ai toujours cru que c'était une bonne idée. Je suis un peu en retard, je dois faire des courses. J'avais dit que je passerais. C'est le plus beau jour de ma vie.",Heureux
1012,"Aujourd'hui, j'ai le plaisir de vous présenter l'homme qui a fait la connaissance de mon père. Je vous présente le Dr. Dr, qui est aussi le médecin personnel de la famille. Voici le docteur, Dr Dr L'",Frustré
1013,"Aujourd'hui, j'ai des amis qui ont un projet de film sur moi. Ils ont tous des projets de films sur toi. C'est juste que je ne me souviens pas avoir eu l'occasion de les voir. J'étais",Stressé
1014,"Aujourd'hui, j'ai l'impression que je suis le seul à savoir que tu es le fils de quelqu'un d'autre. Je veux dire, c'est comme ça que j'suis arrivé. J'étais à l",Frustré
1015,"Aujourd'hui, j'ai une autre question à te poser. Tu es en train de me dire que tu as des sentiments pour moi? Je suis un peu inquiète pour toi. Je ne veux pas que quelqu'un d'autre le sache",Stressé
1016,"Aujourd'hui, j'ai fait une étude sur la façon dont la nature a évolué et la manière dont elle a été modifiée. Il y a une grande différence entre l'évolution et l'""adaptation"". Les espèces ont évolué en fonction des conditions",Neutre
1017,"Aujourd'hui, j'ai une fille. Je suis en train de faire une crise. Tu veux dire que je suis enceinte? Je ne sais pas si tu le sais, mais tu es enceinte. C'est la seule chose que tu as",Content
1018,"Aujourd'hui, j'ai une nouvelle vie. Je suis devenu un homme, un vrai. Mais je ne veux pas que tu sois blessé. Tu n'as pas besoin de moi pour t'aider. Alors, tu vas devoir te débrouiller",Stressé
1019,"Aujourd'hui, j'ai des nouvelles de mon père. Il est à la maison, il a des projets pour moi. Je vais lui écrire. Vous êtes si belle, ma chère. Si je vous vois encore ici, je ne pourrai plus",Neutre
1020,"Aujourd'hui, j'ai une idée, je vais aller à la banque. J'y vais, mais je ne peux pas. Je ne veux pas d'argent, et je n'en ai pas, donc je dois le donner.",Neutre
1021,"Aujourd'hui, j'ai une petite amie. Je suis pas un de ses amis. Et si elle était pas enceinte? Je vais aller chercher de la glace. Tu peux pas me laisser seule ici. C'est pas comme si j's",Content
1022,"Aujourd'hui, j'ai une famille qui m'attend. Je suis sûre que vous avez une bonne raison. On m 'a dit que je pouvais vous aider. Mais je n'arrive pas à croire que j 'aie pu vous convaincre",Paisible
1023,"Aujourd'hui, j'ai des problèmes de santé, mais je peux faire un test. Je ne veux pas que tu sois malade. Si tu veux, je le ferai. C'est une très bonne idée, et je ne peux pas le",Content
1024,"Aujourd'hui, j'ai la sensation qu'on me suit, que je suis un agent du FBI, et que tout le monde me cherche. Je suis peut-être un espion, mais je n'aime pas être surveillé. On dirait",Stressé
1025,"Aujourd'hui, j'ai l'impression que vous n'êtes pas de la même famille. Je vous connais, vous êtes mon fils. C'est pas la peine de me chercher des excuses. Vous ne voulez pas me faire de mal",Neutre
1026,"Aujourd'hui, j'ai fait la guerre, je ne suis pas un lâche, mais je peux vous dire qu'il n'y a rien de plus important que l'honneur. Mais je vous assure que je n 'ai pas tué",Neutre
1027,"Aujourd'hui, j'ai l'impression que ce n'est pas un hasard si je suis en train de devenir un grand écrivain. J'aime écrire, je me passionne pour les choses qui me passionnent. Je noue des liens",Neutre
1028,"Aujourd'hui, j'ai fait un rêve étrange. Un rêve qui m'a fait penser à un petit garçon qui jouait au foot. Il jouait avec les autres gamins. Ils jouaient avec lui. Je me suis souvenu de lui comme si",Fatigué
1029,"Aujourd'hui, j'ai le sentiment que ce n'est pas seulement à cause de ce que j 'ai fait que je suis devenu un bon gars. Mais je me suis dit que c'était peut-être pour ça que tu as",Content
1030,"Aujourd'hui, j'ai un fils, qui est mort, et je n'en veux plus. Je ne sais pas si tu peux le garder. J'aime bien ton fils. Tu es un bon fils... et tu es une bonne",Enervé
1031,"Aujourd'hui, j'ai fait une grosse erreur. Tu sais, tu devrais être plus prudente avec les gens. J'aime bien quand tu me dis de ne pas me mêler de leurs affaires. Je ne me mêle pas de ce qui ne",Motivé
1032,"Aujourd'hui, j'ai la chance de pouvoir me remettre au travail, et je suis sûr que je peux m'en sortir. Tu n'es pas obligée de le faire. Mais si tu veux vraiment que ce soit le cas, tu",Stressé
1033,"Aujourd'hui, j'ai une idée qui va vous plaire. Je suis le seul à pouvoir vous aider. Vous pouvez me dire où vous étiez hier soir? J'étais dans la salle de bains, je regardais les toilettes. J'suis",Fatigué
1034,"Aujourd'hui, j'ai des nouvelles de votre fille. Je suis sûr qu'elle vous a dit quelque chose. Elle m'a dit qu'll n'y a rien à faire. C'est une grande perte pour moi, je",Fatigué
1035,"Aujourd'hui, j'ai un autre but. C'est pour ça que je veux être écrivain. Je veux écrire des histoires. Et je suis écrivain, alors... Cite-moi une histoire, une fois. Tu me la montreras",Enervé
1036,"Aujourd'hui, j'ai le sentiment que je vais devoir prendre le contrôle de l'entreprise. Et je suis désolé de vous dire ça, mais vous ne pouvez pas diriger l'""entreprise"" à partir de maintenant. Vous êtes en train de",Enervé
1037,"Aujourd'hui, j'ai un ami qui m'a appris à jouer du piano. Il a un piano à queue. C'est un bon piano, mais il faut le faire jouer. Tu veux jouer avec moi? Tu peux jouer,",Motivé
1038,"Aujourd'hui, j'ai un ami qui m'a dit que vous aviez un fils, et je sais que ce n'est pas une bonne idée. Il est très malade, mais je lui ai dit qu'il était mon fils.",Relaxé
1039,"Aujourd'hui, j'ai toujours cru que javais des amis. C'est le cas, à présent. Je n'en ai pas, de ces amis-là. Il y en a d'autres, mais je ne peux pas",Stressé
1040,"Aujourd'hui, j'ai l'impression que le monde est en train de s'effondrer. Je veux dire, je ne suis pas sûr de pouvoir gérer ça. J'aime penser que je suis en sécurité. Et je sais que c",Stressé
1041,"Aujourd'hui, j'ai une nouvelle mission. J'aimerais que vous me disiez pourquoi vous vous êtes engagée. Vous êtes un homme très important. Je ne suis pas un expert, mais je peux vous dire qu'il y a un grand",Relaxé
1042,"Aujourd'hui, j'ai toujours pensé que je n'étais pas assez intelligent pour être un bon acteur. J'espère que vous avez bien fait de me laisser jouer dans cette pièce. Je suis désolé de vous avoir fait attendre, mais je",Enervé
1043,"Aujourd'hui, j'ai un petit problème, mais je vous promets que je ne vais pas vous mentir. Vous êtes un homme très bien, et je suis sûr que vous allez me pardonner. Je suis désolé, je sais que ça a été",Paisible
1044,"Aujourd'hui, j'ai le sentiment que je suis plus qu'un simple soldat. Mais je n'en suis pas un. Je suis un soldat, je le sais. J'étais soldat de l'armée de terre. Et je",Neutre
1045,"Aujourd'hui, j'ai un peu de temps pour me préparer à être une star. Je ne peux pas faire de scène sans avoir un script. J'aime bien ce script, mais il n'y a pas de script pour moi.",Frustré
1046,"Aujourd'hui, j'ai des amis qui me sont très chers. C'est pour ça que je suis venu ici, pour vous demander de m'aider. J'espère que vous ne vous sentez pas trop mal. Vous savez, je",Frustré
1047,"Aujourd'hui, j'ai une femme, une belle-mère, des enfants, un beau-père, et j'suis pas comme eux. Je me sens mal, je sais pas pourquoi. Ça me fait un peu mal de la voir",Neutre
1048,"Aujourd'hui, j'ai été un peu surpris de voir que les femmes sont si peu nombreuses dans les familles où elles sont nées. Mais, dans ces familles, il y a toujours des femmes, et, en général, les hommes sont plus",Heureux
1049,"Aujourd'hui, j'ai une famille. J'en ai une aussi, et je ne veux pas que tu te sentes coupable. Je ne suis pas coupable, mais je peux te faire confiance. C'est une chose que j've",Content
1050,"Aujourd'hui, j'ai fait une étude sur les effets de la drogue sur le système immunitaire et les défenses immunitaires. Je pense que c'est une bonne chose que tu aies été exposé. J'aimerais avoir une autre chance. Et",Neutre
1051,"Aujourd'hui, j'ai une autre mission, une mission pour vous. On ne peut pas faire ça maintenant. Tu ne peux pas, tu ne comprends pas. C'est moi qui suis responsable de la mort de ta sœur. J'",Heureux
1052,"Aujourd'hui, j'ai un peu de mal à me souvenir de cette époque-là. J'avais un ami qui était très vieux, très grand, avec une barbe qui lui descendait jusqu'aux oreilles, et qui avait l'air",Motivé
1053,"Aujourd'hui, j'ai une vie privée très privée. Mais vous devez savoir que je suis un homme très occupé. Je ne veux pas que vous vous inquiétiez. J'espère que nous pourrons nous entendre. Il y a un problème,",Relaxé
1054,"Aujourd'hui, j'ai le temps de faire un tour dans la forêt. Je ne veux pas qu'on m'appelle ""l'homme de la maison"". Je suis le plus jeune de tous les hommes. Et je vais devenir un",Fatigué
1055,"Aujourd'hui, j'ai l'impression que j'suis une salope. Mais j'me sens bien. Je suis une putain de salope, putain! C'est quoi, cette merde, là? Tu vois pas que c'était",Relaxé
1056,"Aujourd'hui, j'ai une vie, et je n'aime pas ça. Mais, vous savez, je suis un peu comme un enfant. Vous êtes un grand garçon, maintenant. Je ne suis pas un petit garçon. Et je ne",Frustré
1057,"Aujourd'hui, j'ai des problèmes de mémoire. Je dois aller voir le Dr. Le Dr a dit que je pouvais m'occuper de tout. J'en ai marre d'être seule, dût-elle me manquer. On",Enervé
1058,"Aujourd'hui, j'ai fait des recherches sur le comportement des animaux. Je pense que c'est la raison pour laquelle je suis venue ici. Mais je pense qu'il est temps de prendre une décision. Et je ne veux pas vous",Content
1059,"Aujourd'hui, j'ai une vie très compliquée. Mais je suis heureuse, je ne suis pas une meurtrière. Je suis sûre que tu as été très gentille. Tu as eu une enfance difficile, mais tu ne t'es pas laissé abattre",Neutre
1060,"Aujourd'hui, j'ai une question pour vous. Vous êtes une femme très séduisante, vous savez. J'en ai marre de ce genre de trucs. Je vais faire un petit tour à la maison, je vais prendre une douche, et",Stressé
1061,"Aujourd'hui, j'ai toujours cru que je n'avais plus de coeur. C'est pour cela que j suis venu ici, parce que c'était pour me faire une place dans votre vie. Je ne suis pas un homme d",Frustré
1062,"Aujourd'hui, j'ai été le plus grand fan de la musique de M. de Saint-Alban. Je ne sais pas si je pourrai me faire à cette idée, mais je me sens très à l'aise en ce moment.",Fatigué
1063,"Aujourd'hui, j'ai l'impression de vous connaître. Je vous ai vu à la télévision. On a fait l'""Ethnologue"" de la BBC. Il y a eu un débat. ""L'Ether"" est",Stressé
1064,"Aujourd'hui, j'ai une nouvelle vie, une vie de famille. J'aimerais que vous sachiez que je suis très heureuse que ma fille ait survécu à l'accident. Je sais que ça a été dur pour vous. Mais je",Enervé
1065,"Aujourd'hui, j'ai l'impression que tu ne me connais pas vraiment. Je ne suis pas sûr que ce soit vrai, mais je me suis dit que je pourrais t'aider. J'aimerais pouvoir trier des livres, des",Motivé
1066,"Aujourd'hui, j'ai des gens à la maison qui me disent que je ne devrais pas être là. Et tu sais, je crois que ça va être une longue journée. Tu ne veux pas que j'suis là? C'est",Frustré
1067,"Aujourd'hui, j'ai des doutes sur la capacité de ces appareils à fonctionner correctement. Ils sont très sensibles à la chaleur, mais il est possible qu'ils aient été conçus pour résister à l'impact de l'"" explosion nucléaire "". Les",Neutre
1068,"Aujourd'hui, j'ai été un peu trop loin, mais c'est la vérité. Vous voulez savoir pourquoi j'suis ici? Je veux savoir si vous avez des amis ici. Je sais que vous êtes ici, et je sais aussi",Fatigué
1069,"Aujourd'hui, j'ai eu le plaisir de vous voir, et je ne sais comment vous remercier de votre dévouement, car vous êtes, je crois, le plus grand et le mieux payé de tous les hommes. Je ne vous en dirai pas",Stressé
1070,"Aujourd'hui, j'ai l'impression que ce que je veux faire c'est faire quelque chose de nouveau. Je suis en train de parler de mon père. J'essaie juste de lui rendre hommage. Et il est en prison.",Frustré
1071,"Aujourd'hui, j'ai l'impression d'avoir été dans un autre monde. Je me sens comme un vieux fossile. J'en suis un, mais je ne sais pas ce qui me retient. Tu sais, c'est juste",Neutre
1072,"Aujourd'hui, j'ai des relations avec des gens qui ont besoin d'aide. Je ne peux pas vous dire combien je suis reconnaissant. Mais je ne suis pas prêt à être votre avocat. J'aimerais que vous soyez mon avocat,",Frustré
1073,"Aujourd'hui, j'ai un nouveau projet: un projet de loi qui vise à supprimer les barrières de la langue pour les langues officielles. Je veux que la loi soit adoptée dans les deux ans. Le projet a été adopté le 17 octobre 2010",Enervé
1074,"Aujourd'hui, j'ai l'impression que je ne suis plus un bébé. Je ne sais pas comment je vais pouvoir me sentir. Mais je suis comme un petit bébé maintenant. C'est pour ça que j'suis là. Tu",Relaxé
1075,"Aujourd'hui, j'ai une nouvelle vie. Je ne suis pas un monstre. J'étais un homme, mais je ne peux pas être un robot. C'est un peu comme être humain. Tu es le seul qui n'a",Relaxé
1076,"Aujourd'hui, j'ai une femme et deux enfants. Je n'arrive pas à croire que tu m'aies menti. C'est un grand jour pour moi. Tu as été un héros. J'aimerais que nous puissions être amis",Heureux
1077,"Aujourd'hui, j'ai une autre idée: je vais faire une liste de tous les endroits où les gens ont des liens avec l'armée et les services de renseignements. Je vais essayer de trouver une adresse et une date. Si vous avez",Neutre
1078,"Aujourd'hui, j'ai été à l'université et je n'avais pas lair d'aller bien. Je me suis dit que si je ne faisais pas partie de l'""équipe"" qui a gagné le championnat, je devrais être",Motivé
1079,"Aujourd'hui, j'ai le temps de faire des études de droit. Je suis avocat, je suis un homme d'affaires, et je vais faire un petit peu de bien. Il y a une chose que je veux te dire. C",Motivé
1080,"Aujourd'hui, j'ai toujours eu le sentiment que j 'étais un homme. Je suis un être humain. Il est difficile d'être un humain, même si je suis une femme. C'est un monde où tout est possible.",Content
1081,"Aujourd'hui, j'ai toujours eu l'impression d'avoir été un petit peu plus que ça. Et maintenant, je suis une personne différente. Je n'avais pas l'""air d""être quelqu'un de différent. Mais",Relaxé
1082,"Aujourd'hui, j'ai un autre enfant. Je suis un homme d'affaires, je suis très riche. Mais j'suis un voleur, et je n'aime pas ça. C'est pourquoi je ne suis pas un bon père",Stressé
1083,"Aujourd'hui, j'ai la tête qui tourne. Je n'arrive pas à croire que tu sois revenu. J'aurais pu t'avoir. Tu m'as dit de ne pas venir. Il y a une femme dans la maison",Neutre
1084,"Aujourd'hui, j'ai fait un stage à l'université de Californie à Berkeley. Je suis venu ici pour voir si javais un emploi. J'étais au chômage, mais j'me suis dit que je pourrais peut-être me",Stressé
1085,"Aujourd'hui, j'ai le sentiment que l'amour de l'_Ave Maria_ est une chose très-difficile à comprendre, et que je ne peux pas me décider à la laisser partir sans l'""Aviatio"". Je",Fatigué
1086,"Aujourd'hui, j'ai une nouvelle amie, et elle est mariée. Elle est en couple avec un homme, qui s'appelle Jack. Et elle a un fils, Ben. Ils ont une fille, Kelsey. Il est dans",Paisible
1087,"Aujourd'hui, j'ai un fils qui a fait des études de droit. Il est avocat, il a une affaire. Je vais le faire, je vais lui demander. Tu ne vas pas te faire virer, hein? Je te jure,",Heureux
1088,"Aujourd'hui, j'ai un fils, et j'me sens plus seule. Mais je suis pas sûre de pouvoir m'en sortir. J'aurais pu avoir de la chance. Je sais pas si j'suis bien. T'",Heureux
1089,"Aujourd'hui, j'ai une nouvelle vie, et je suis heureuse. Je ne suis pas sûre de savoir ce que je vais faire. C'est juste que... je ne sais pas si je peux vivre sans ça. Tu sais, je",Content
1090,"Aujourd'hui, j'ai un ami qui m'a raconté une histoire de fantômes. Il m 'a dit qu'un homme avait été tué. Et que c'était un fantôme. Un fantôme, un homme qui vivait seul dans un",Motivé
1091,"Aujourd'hui, j'ai la plus grande confiance en vous. Vous avez l'air d'un homme qui a tout pour lui. Je ne sais pas ce que vous voulez, mais vous êtes un homme très intelligent. J'espère que",Fatigué
1092,"Aujourd'hui, j'ai eu une idée géniale, et jai pensé que c'était une bonne idée. Et jen ai fait une. J'étais très fière d'elle, mais je n'en voulais pas. Je voulais",Paisible
1093,"Aujourd'hui, j'ai le sentiment qu'il est temps que je me décide. Je suis en train de devenir un homme meilleur. Tu as un grand avenir, mais tu as besoin d'un homme de plus. Un homme qui a",Frustré
1094,"Aujourd'hui, j'ai un autre petit ami. Il est très mignon, mais il est... Il m'a dit qu'il était un peu... un... très gentil garçon. J'étais si contente que tu sois venue. Je",Fatigué
1095,"Aujourd'hui, j'ai un petit ami. On a fait des trucs ensemble, on s'est mariés et il est mort. Il a une femme et une petite fille. Je suis une vraie mère pour lui. Et il me fait vivre",Motivé
1096,"Aujourd'hui, j'ai un ami qui est mort. Il y a un homme qui a une tumeur au cerveau. Je dois aller à la clinique pour un scanner. Vous ne devriez pas être ici, Dr. Le Dr Grey a dit que",Enervé
1097,"Aujourd'hui, j'ai toujours eu l'impression que je ne pouvais pas m'en empêcher. Je ne sais pas si je peux faire ça, mais je suis un peu comme un enfant. C'est comme ça que ça marche,",Stressé
1098,"Aujourd'hui, j'ai des doutes sur l'identité de l'""Homo sapiens"" qui vivait à l'_Hospitalet_, mais je suis sûr que je ne suis pas convaincu qu'il ait vécu ici. Il y",Paisible
1099,"Aujourd'hui, j'ai une grande liberté. Je ne veux pas me faire de fausses idées. On est dans la même équipe. Mais je ne pense pas qu'on puisse être ensemble. C'est la raison pour laquelle je suis venu",Paisible
1100,"Aujourd'hui, j'ai une femme et deux enfants. Je ne peux pas vous laisser partir. J'aurais aimé vous connaître plus tôt. Vous avez l'air bien, Mme. C'est le Dr Callahan. Il m",Paisible
1101,"Aujourd'hui, j'ai une autre chance. Je vais me marier et me refaire une vie. C'est un peu tard pour se marier, non? Je ne veux pas que tu sois triste. Tu as été trop loin. J'",Enervé
1102,"Aujourd'hui, j'ai une idée. Le plan d'urgence est de mettre les enfants dans des familles densément peuplées. Je ne pense pas que ce soit une bonne idée d'""éviter la panique"". J'en ai parlé à mon",Frustré
1103,"Aujourd'hui, j'ai eu une fille, une femme, et une autre fille. Elle était si belle, si intelligente, qu'elle m'a fait une proposition. Je l'aimais beaucoup, mais je n'avais pas de",Motivé
1104,"Aujourd'hui, j'ai une nouvelle mission pour vous. Je vais vous montrer ce que j'suis. J'vous ai dit que je ne voulais pas vous voir. C'est ce qu'il faut faire, vous savez. On",Stressé
1105,"Aujourd'hui, j'ai eu une vie très difficile. J'étais très mal à l'aise avec ma famille, je n'avais pas le droit de parler. Il y a eu des moments où j... je me suis sentie très",Frustré
1106,"Aujourd'hui, j'ai l'impression que j 'ai fait quelque chose de mal. Je ne suis pas comme ça, je ne sais pas. Il est temps que je te dise quelque-chose. Tu as été très bon, et",Fatigué
1107,"Aujourd'hui, j'ai un peu de temps pour me consacrer à mes études. Mais je veux faire un tour dans ma chambre. Je ne peux pas dormir, je dois travailler. Tu es un bon professeur, mais tu n'es pas",Enervé
1108,"Aujourd'hui, j'ai des amis qui ont un peu de temps libre. J'aimerais qu'on se fasse un petit déjeuner. Je vais faire des sandwichs au thon. Tu sais que je t'aime, mon frère. Il",Heureux
1109,"Aujourd'hui, j'ai fait un rêve, et je ne sais pas si je peux le décrire. C'est un monde de rêve. Un monde où les rêves ne sont pas réels. Il y a des choses que j'veux dire",Content
1110,"Aujourd'hui, j'ai le sentiment que, dans le monde, le progrès est un grand malheur; mais je me suis toujours dit: ""C'est la Providence qui me l'a fait"". Je suis donc heureux de voir que j",Heureux
1111,"Aujourd'hui, j'ai l'impression que je ne suis plus la même personne. Et je me sens comme si j'suis une autre personne, et je pense que ça ne me fait plus rien. Je ne peux plus me contrôler,",Stressé
1112,"Aujourd'hui, j'ai l'impression de vivre dans un monde imaginaire, d'avoir un lien avec ce monde, et de l'""en esprit"" qui m'entoure. J'essaie de me connecter à ce qui est réel.",Content
1113,"Aujourd'hui, j'ai une femme et deux enfants. Je suis un homme, un vrai, et je veux que ma femme soit heureuse. J'aimerais pouvoir vous aider, mais je ne peux pas. Il est tard, je dois y",Motivé
1114,"Aujourd'hui, j'ai un nouveau client qui a besoin de moi. Je suis le chef de la sécurité, et je vais vous dire ce que je veux savoir. J'aimerais savoir ce qu'il y a dans votre sac. C",Content
1115,"Aujourd'hui, j'ai une nouvelle vie. Je vais prendre des cours de yoga. Et si je pouvais avoir un peu de temps pour moi-même? Je peux avoir du temps, mais... je ne peux pas. On a tous besoin",Motivé
1116,"Aujourd'hui, j'ai vu un homme dans le parc. Il était assis à côté de moi. Je ne sais pas si c'est une bonne idée de se séparer de lui. C'était un ami de la famille. J'",Content
1117,"Aujourd'hui, j'ai vu les photos de l'école. Je ne les ai jamais vues. Vous avez dit qu'il y avait un truc. On a une photo de nous. Tu as une idée de ce que tu fais là",Heureux
1118,"Aujourd'hui, j'ai une vie. Je n'en ai pas besoin, je suis un homme libre. Mais je peux vous aider. Vous avez l'air d'avoir une famille. J'étais à l'. Je suis le",Paisible
1119,"Aujourd'hui, j'ai un peu de temps pour me préparer. Tu es un grand garçon, tu es très intelligent, et tu sais ce que je pense? Je pense que tu devrais te préparer à ce qu'on soit tous ensemble.",Content
1120,"Aujourd'hui, j'ai vu des choses, mais je n'en ai pas vu d'autres. Je ne sais pas pourquoi, je ne veux pas en savoir plus. Il y a eu une fois un homme qui avait une femme qui",Enervé
1121,"Aujourd'hui, j'ai une vie, je n'en ai plus, mais je suis heureuse. Je vais te dire ce qui me plaît. Tu es mon meilleur ami. J'aime ce que tu fais. Mais je ne suis pas",Motivé
1122,"Aujourd'hui, j'ai l'impression que tu ne sais pas à quel point c'est important pour moi. Et je veux que ce soit bien pour toi. Je veux te remercier pour ce que nous avons fait. C'était un",Motivé
1123,"Aujourd'hui, j'ai la chance de pouvoir dire que je n'avais pas à m'inquiéter pour ma famille, et je ne peux pas m 'inquiéter de ce que mes parents pensent de moi. Et je sais que ce n '",Content
1124,"Aujourd'hui, j'ai vu une femme qui s'est suicidée. Elle est morte dans une baignoire. Je me suis réveillé, elle était morte. J'étais dans le coma. Mais j'me suis souvenu que c'",Content
1125,"Aujourd'hui, j'ai fait la guerre à des gens. J'étais dans une compagnie d'assurance. Je suis allé à la fac, je me suis battu. Et puis, un jour, il y a eu une attaque. Mon",Content
1126,"Aujourd'hui, j'ai l'impression de m'être trompé. Il y a un truc que je dois vous dire. Je ne sais pas, je n'avais pas réalisé. On se connaît depuis longtemps, non? Je n's",Content
1127,"Aujourd'hui, j'ai une idée: si nous avions un nouveau plan pour l'avenir, nous pourrions peut-être nous en servir pour nous-mêmes. Mais je ne veux pas que tu sois impliqué dans cette affaire. Tu n'",Enervé
1128,"Aujourd'hui, j'ai des problèmes de mémoire, et je ne peux pas les gérer. Je dois juste m'assurer que les gens ne me voient pas comme un criminel. Mais je dois savoir si quelqu'un est responsable de ça.",Paisible
1129,"Aujourd'hui, j'ai toujours pensé que c'était la meilleure chose à faire pour toi. Tu es un grand garçon, et je t'aime, mais je ne peux pas te laisser partir. J'aimerais que tu sois avec moi",Neutre
1130,"Aujourd'hui, j'ai eu une petite fille. Je n'en ai jamais eu d'autre. J'étais le seul à l'avoir, je lègue tout ce que j ai à la ville. C'est la fille",Frustré
1131,"Aujourd'hui, j'ai une vie très remplie. Mais il faut que je me concentre. J'avais besoin de mon père. Je ne sais pas, je ne veux pas... Je veux juste que tu saches que j'te le dise",Paisible
1132,"Aujourd'hui, j'ai une maison à la campagne. Tu as un fils, non? Il n'est pas encore né. Il ne peut pas s'appeler David. Je ne peux pas dire qu'il naisse. On dit",Fatigué
1133,"Aujourd'hui, j'ai vu les choses autrement que je ne l'avais cru. Je suis venu ici pour m'occuper de mes affaires, et je suis allé chez vous pour vous dire que vous mentez. J'ignore si vous",Relaxé
1134,"Aujourd'hui, j'ai un peu plus de temps. Vous êtes bien le Dr. C'est un vrai docteur, je suppose. Il a été admis à l'hôpital de San Francisco, mais... je ne peux pas le laisser là",Heureux
1135,"Aujourd'hui, j'ai été dans un autre pays, et je me suis rendu compte que j 'avais fait le bon choix. Et j ai décidé de le faire, parce que je suis le meilleur. Je ne peux pas m'empêcher",Heureux
1136,"Aujourd'hui, j'ai une vie. Je ne veux pas te laisser mourir. Tu dois être heureuse, maintenant. Mais tu ne dois pas mourir, et tu le sais. Le monde est un endroit horrible. Il y a une chose que",Neutre
